sku,profile_key,category_code,weight_grams,name,price,stock_quantity,roast_level,description,image_url,status,display_order
CP-BL005-M-500,BL005_M,BLEND,500,Latin Citrus 미디엄 500g,44000,99,MEDIUM,3개 산지의 균형을 미디엄 로스트로 설계한 합성 블렌드 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl005_m.webp,ON_SALE,2
CP-BL006-L-200,BL006_L,BLEND,200,Tropical Natural 라이트 200g,24000,100,LIGHT,3개 산지의 균형을 라이트 로스트로 설계한 합성 블렌드 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl006_l.webp,ON_SALE,1
CP-BL006-L-500,BL006_L,BLEND,500,Tropical Natural 라이트 500g,54000,18,LIGHT,3개 산지의 균형을 라이트 로스트로 설계한 합성 블렌드 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl006_l.webp,ON_SALE,2
CP-BL006-M-200,BL006_M,BLEND,200,Tropical Natural 미디엄 200g,23000,19,MEDIUM,3개 산지의 균형을 미디엄 로스트로 설계한 합성 블렌드 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl006_m.webp,ON_SALE,1
CP-BL006-M-500,BL006_M,BLEND,500,Tropical Natural 미디엄 500g,52000,20,MEDIUM,3개 산지의 균형을 미디엄 로스트로 설계한 합성 블렌드 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl006_m.webp,ON_SALE,2
CP-BL007-M-200,BL007_M,BLEND,200,Cold Brew Cocoa 미디엄 200g,16000,21,MEDIUM,3개 산지의 균형을 미디엄 로스트로 설계한 합성 블렌드 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl007_m.webp,ON_SALE,1
CP-BL007-M-500,BL007_M,BLEND,500,Cold Brew Cocoa 미디엄 500g,36000,0,MEDIUM,3개 산지의 균형을 미디엄 로스트로 설계한 합성 블렌드 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl007_m.webp,SOLD_OUT,2
CP-BL007-D-200,BL007_D,BLEND,200,Cold Brew Cocoa 다크 200g,16500,23,DARK,3개 산지의 균형을 다크 로스트로 설계한 합성 블렌드 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl007_d.webp,ON_SALE,1
CP-BL007-D-500,BL007_D,BLEND,500,Cold Brew Cocoa 다크 500g,37000,24,DARK,3개 산지의 균형을 다크 로스트로 설계한 합성 블렌드 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl007_d.webp,ON_SALE,2
CP-BL008-M-200,BL008_M,BLEND,200,Highland Sweet 미디엄 200g,18500,25,MEDIUM,3개 산지의 균형을 미디엄 로스트로 설계한 합성 블렌드 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl008_m.webp,ON_SALE,1
CP-BL008-M-500,BL008_M,BLEND,500,Highland Sweet 미디엄 500g,41500,26,MEDIUM,3개 산지의 균형을 미디엄 로스트로 설계한 합성 블렌드 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl008_m.webp,HIDDEN,2
CP-BL008-D-200,BL008_D,BLEND,200,Highland Sweet 다크 200g,19000,27,DARK,3개 산지의 균형을 다크 로스트로 설계한 합성 블렌드 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl008_d.webp,ON_SALE,1
CP-BL008-D-500,BL008_D,BLEND,500,Highland Sweet 다크 500g,43000,28,DARK,3개 산지의 균형을 다크 로스트로 설계한 합성 블렌드 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl008_d.webp,ON_SALE,2
CP-BL009-M-200,BL009_M,BLEND,200,Deep Roast Foundation 미디엄 200g,15500,29,MEDIUM,3개 산지의 균형을 미디엄 로스트로 설계한 합성 블렌드 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl009_m.webp,ON_SALE,1
CP-BL009-M-500,BL009_M,BLEND,500,Deep Roast Foundation 미디엄 500g,35000,30,MEDIUM,3개 산지의 균형을 미디엄 로스트로 설계한 합성 블렌드 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl009_m.webp,ON_SALE,2
CP-BL009-D-200,BL009_D,BLEND,200,Deep Roast Foundation 다크 200g,16000,31,DARK,3개 산지의 균형을 다크 로스트로 설계한 합성 블렌드 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl009_d.webp,ON_SALE,1
CP-BL009-D-500,BL009_D,BLEND,500,Deep Roast Foundation 다크 500g,36000,32,DARK,3개 산지의 균형을 다크 로스트로 설계한 합성 블렌드 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl009_d.webp,ON_SALE,2
CP-BL010-M-200,BL010_M,BLEND,200,Seasonal Red Fruit 미디엄 200g,20500,33,MEDIUM,3개 산지의 균형을 미디엄 로스트로 설계한 합성 블렌드 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl010_m.webp,ON_SALE,1
CP-BL010-M-500,BL010_M,BLEND,500,Seasonal Red Fruit 미디엄 500g,46000,34,MEDIUM,3개 산지의 균형을 미디엄 로스트로 설계한 합성 블렌드 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl010_m.webp,ON_SALE,2
CP-BL010-D-200,BL010_D,BLEND,200,Seasonal Red Fruit 다크 200g,21000,35,DARK,3개 산지의 균형을 다크 로스트로 설계한 합성 블렌드 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl010_d.webp,ON_SALE,1
CP-BL010-D-500,BL010_D,BLEND,500,Seasonal Red Fruit 다크 500g,47500,36,DARK,3개 산지의 균형을 다크 로스트로 설계한 합성 블렌드 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl010_d.webp,ON_SALE,2
CP-BL011-M-200,BL011_M,DECAF,200,Decaf Caramel 미디엄 200g,18500,37,MEDIUM,2개 산지의 균형을 미디엄 로스트로 설계한 합성 블렌드 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl011_m.webp,ON_SALE,1
CP-BL011-M-500,BL011_M,DECAF,500,Decaf Caramel 미디엄 500g,41500,38,MEDIUM,2개 산지의 균형을 미디엄 로스트로 설계한 합성 블렌드 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl011_m.webp,ON_SALE,2
CP-BL011-D-200,BL011_D,DECAF,200,Decaf Caramel 다크 200g,19000,0,DARK,2개 산지의 균형을 다크 로스트로 설계한 합성 블렌드 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl011_d.webp,SOLD_OUT,1
CP-BL011-D-500,BL011_D,DECAF,500,Decaf Caramel 다크 500g,43000,40,DARK,2개 산지의 균형을 다크 로스트로 설계한 합성 블렌드 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl011_d.webp,ON_SALE,2
CP-BL012-L-200,BL012_L,DECAF,200,Decaf Floral 라이트 200g,21000,41,LIGHT,2개 산지의 균형을 라이트 로스트로 설계한 합성 블렌드 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl012_l.webp,ON_SALE,1
CP-BL012-L-500,BL012_L,DECAF,500,Decaf Floral 라이트 500g,47500,42,LIGHT,2개 산지의 균형을 라이트 로스트로 설계한 합성 블렌드 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl012_l.webp,ON_SALE,2
CP-BL012-M-200,BL012_M,DECAF,200,Decaf Floral 미디엄 200g,20000,43,MEDIUM,2개 산지의 균형을 미디엄 로스트로 설계한 합성 블렌드 프로필 200g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl012_m.webp,ON_SALE,1
CP-BL012-M-500,BL012_M,DECAF,500,Decaf Floral 미디엄 500g,45000,44,MEDIUM,2개 산지의 균형을 미디엄 로스트로 설계한 합성 블렌드 프로필 500g 포장으로 로스팅 단계와 원산지 메타데이터를 확인할 수 있음,/images/catalog/bl012_m.webp,ON_SALE,2
